2026-04-05 18:58:23.483 [http-nio-8080-exec-3] INFO  c.example.student.controller.DashboardController - 用户 admin 访问 getStatistics 方法，拥有权限: [system:user:list, system:role:list, system:menu:list, system:notice:list, system:todo:list, education:department:list, education:major:list, education:class:list, education:student:list, education:student:add, education:teacher:list, education:teacher:add, course:course:list, course:course:add, course:offering:list, course:selection:list, course:teaching:list, attendance:record:list, attendance:stats:list, grade:input, grade:query, grade:stats, system:user:profile, system:user:query, system:user:add, system:user:edit, system:user:delete, system:user:remove, system:user:export, system:user:resetPwd, system:role:query, system:role:add, system:role:edit, system:role:remove, system:role:export, system:menu:query, system:menu:add, system:menu:edit, system:menu:remove, system:notice:query, system:notice:add, system:notice:edit, system:notice:remove, system:todo:query, system:todo:add, system:todo:edit, system:todo:remove, education:department:query, education:department:add, education:department:edit, education:department:delete, education:department:remove, education:major:add, education:major:edit, education:major:delete, education:major:remove, education:class:add, education:class:edit, education:class:delete, education:class:remove, education:student:query, education:student:edit, education:student:delete, education:student:remove, education:student:export, education:student:import, education:teacher:query, education:teacher:edit, education:teacher:delete, education:teacher:resetPwd, education:teacher:export, education:teacher:import, course:course:query, course:course:edit, course:course:delete, course:course:export, course:course:import, course:offering:add, course:offering:edit, course:offering:delete, course:selection:query, course:selection:operate, course:selection:export, attendance:record:add, attendance:record:edit, attendance:record:remove, attendance:record:export, grade:export, dashboard:basic, dashboard:charts, dashboard:system, system:user:profile:query, system:user:profile:edit, system:user:profile:avatar, admin]
2026-04-05 18:58:23.533 [http-nio-8080-exec-4] INFO  c.example.student.controller.DashboardController - 用户 admin 访问 getTodoList 方法，拥有权限: [system:user:list, system:role:list, system:menu:list, system:notice:list, system:todo:list, education:department:list, education:major:list, education:class:list, education:student:list, education:student:add, education:teacher:list, education:teacher:add, course:course:list, course:course:add, course:offering:list, course:selection:list, course:teaching:list, attendance:record:list, attendance:stats:list, grade:input, grade:query, grade:stats, system:user:profile, system:user:query, system:user:add, system:user:edit, system:user:delete, system:user:remove, system:user:export, system:user:resetPwd, system:role:query, system:role:add, system:role:edit, system:role:remove, system:role:export, system:menu:query, system:menu:add, system:menu:edit, system:menu:remove, system:notice:query, system:notice:add, system:notice:edit, system:notice:remove, system:todo:query, system:todo:add, system:todo:edit, system:todo:remove, education:department:query, education:department:add, education:department:edit, education:department:delete, education:department:remove, education:major:add, education:major:edit, education:major:delete, education:major:remove, education:class:add, education:class:edit, education:class:delete, education:class:remove, education:student:query, education:student:edit, education:student:delete, education:student:remove, education:student:export, education:student:import, education:teacher:query, education:teacher:edit, education:teacher:delete, education:teacher:resetPwd, education:teacher:export, education:teacher:import, course:course:query, course:course:edit, course:course:delete, course:course:export, course:course:import, course:offering:add, course:offering:edit, course:offering:delete, course:selection:query, course:selection:operate, course:selection:export, attendance:record:add, attendance:record:edit, attendance:record:remove, attendance:record:export, grade:export, dashboard:basic, dashboard:charts, dashboard:system, system:user:profile:query, system:user:profile:edit, system:user:profile:avatar, admin]
2026-04-05 18:58:23.571 [http-nio-8080-exec-6] INFO  c.example.student.controller.DashboardController - 用户 admin 访问 getNoticeList 方法，拥有权限: [system:user:list, system:role:list, system:menu:list, system:notice:list, system:todo:list, education:department:list, education:major:list, education:class:list, education:student:list, education:student:add, education:teacher:list, education:teacher:add, course:course:list, course:course:add, course:offering:list, course:selection:list, course:teaching:list, attendance:record:list, attendance:stats:list, grade:input, grade:query, grade:stats, system:user:profile, system:user:query, system:user:add, system:user:edit, system:user:delete, system:user:remove, system:user:export, system:user:resetPwd, system:role:query, system:role:add, system:role:edit, system:role:remove, system:role:export, system:menu:query, system:menu:add, system:menu:edit, system:menu:remove, system:notice:query, system:notice:add, system:notice:edit, system:notice:remove, system:todo:query, system:todo:add, system:todo:edit, system:todo:remove, education:department:query, education:department:add, education:department:edit, education:department:delete, education:department:remove, education:major:add, education:major:edit, education:major:delete, education:major:remove, education:class:add, education:class:edit, education:class:delete, education:class:remove, education:student:query, education:student:edit, education:student:delete, education:student:remove, education:student:export, education:student:import, education:teacher:query, education:teacher:edit, education:teacher:delete, education:teacher:resetPwd, education:teacher:export, education:teacher:import, course:course:query, course:course:edit, course:course:delete, course:course:export, course:course:import, course:offering:add, course:offering:edit, course:offering:delete, course:selection:query, course:selection:operate, course:selection:export, attendance:record:add, attendance:record:edit, attendance:record:remove, attendance:record:export, grade:export, dashboard:basic, dashboard:charts, dashboard:system, system:user:profile:query, system:user:profile:edit, system:user:profile:avatar, admin]
2026-04-05 18:58:51.088 [http-nio-8080-exec-8] INFO  c.example.student.controller.DashboardController - 用户 admin 访问 getStatistics 方法，拥有权限: [system:user:list, system:role:list, system:menu:list, system:notice:list, system:todo:list, education:department:list, education:major:list, education:class:list, education:student:list, education:student:add, education:teacher:list, education:teacher:add, course:course:list, course:course:add, course:offering:list, course:selection:list, course:teaching:list, attendance:record:list, attendance:stats:list, grade:input, grade:query, grade:stats, system:user:profile, system:user:query, system:user:add, system:user:edit, system:user:delete, system:user:remove, system:user:export, system:user:resetPwd, system:role:query, system:role:add, system:role:edit, system:role:remove, system:role:export, system:menu:query, system:menu:add, system:menu:edit, system:menu:remove, system:notice:query, system:notice:add, system:notice:edit, system:notice:remove, system:todo:query, system:todo:add, system:todo:edit, system:todo:remove, education:department:query, education:department:add, education:department:edit, education:department:delete, education:department:remove, education:major:add, education:major:edit, education:major:delete, education:major:remove, education:class:add, education:class:edit, education:class:delete, education:class:remove, education:student:query, education:student:edit, education:student:delete, education:student:remove, education:student:export, education:student:import, education:teacher:query, education:teacher:edit, education:teacher:delete, education:teacher:resetPwd, education:teacher:export, education:teacher:import, course:course:query, course:course:edit, course:course:delete, course:course:export, course:course:import, course:offering:add, course:offering:edit, course:offering:delete, course:selection:query, course:selection:operate, course:selection:export, attendance:record:add, attendance:record:edit, attendance:record:remove, attendance:record:export, grade:export, dashboard:basic, dashboard:charts, dashboard:system, system:user:profile:query, system:user:profile:edit, system:user:profile:avatar, admin]
2026-04-05 18:58:51.144 [http-nio-8080-exec-9] INFO  c.example.student.controller.DashboardController - 用户 admin 访问 getTodoList 方法，拥有权限: [system:user:list, system:role:list, system:menu:list, system:notice:list, system:todo:list, education:department:list, education:major:list, education:class:list, education:student:list, education:student:add, education:teacher:list, education:teacher:add, course:course:list, course:course:add, course:offering:list, course:selection:list, course:teaching:list, attendance:record:list, attendance:stats:list, grade:input, grade:query, grade:stats, system:user:profile, system:user:query, system:user:add, system:user:edit, system:user:delete, system:user:remove, system:user:export, system:user:resetPwd, system:role:query, system:role:add, system:role:edit, system:role:remove, system:role:export, system:menu:query, system:menu:add, system:menu:edit, system:menu:remove, system:notice:query, system:notice:add, system:notice:edit, system:notice:remove, system:todo:query, system:todo:add, system:todo:edit, system:todo:remove, education:department:query, education:department:add, education:department:edit, education:department:delete, education:department:remove, education:major:add, education:major:edit, education:major:delete, education:major:remove, education:class:add, education:class:edit, education:class:delete, education:class:remove, education:student:query, education:student:edit, education:student:delete, education:student:remove, education:student:export, education:student:import, education:teacher:query, education:teacher:edit, education:teacher:delete, education:teacher:resetPwd, education:teacher:export, education:teacher:import, course:course:query, course:course:edit, course:course:delete, course:course:export, course:course:import, course:offering:add, course:offering:edit, course:offering:delete, course:selection:query, course:selection:operate, course:selection:export, attendance:record:add, attendance:record:edit, attendance:record:remove, attendance:record:export, grade:export, dashboard:basic, dashboard:charts, dashboard:system, system:user:profile:query, system:user:profile:edit, system:user:profile:avatar, admin]
2026-04-05 18:58:51.187 [http-nio-8080-exec-10] INFO  c.example.student.controller.DashboardController - 用户 admin 访问 getNoticeList 方法，拥有权限: [system:user:list, system:role:list, system:menu:list, system:notice:list, system:todo:list, education:department:list, education:major:list, education:class:list, education:student:list, education:student:add, education:teacher:list, education:teacher:add, course:course:list, course:course:add, course:offering:list, course:selection:list, course:teaching:list, attendance:record:list, attendance:stats:list, grade:input, grade:query, grade:stats, system:user:profile, system:user:query, system:user:add, system:user:edit, system:user:delete, system:user:remove, system:user:export, system:user:resetPwd, system:role:query, system:role:add, system:role:edit, system:role:remove, system:role:export, system:menu:query, system:menu:add, system:menu:edit, system:menu:remove, system:notice:query, system:notice:add, system:notice:edit, system:notice:remove, system:todo:query, system:todo:add, system:todo:edit, system:todo:remove, education:department:query, education:department:add, education:department:edit, education:department:delete, education:department:remove, education:major:add, education:major:edit, education:major:delete, education:major:remove, education:class:add, education:class:edit, education:class:delete, education:class:remove, education:student:query, education:student:edit, education:student:delete, education:student:remove, education:student:export, education:student:import, education:teacher:query, education:teacher:edit, education:teacher:delete, education:teacher:resetPwd, education:teacher:export, education:teacher:import, course:course:query, course:course:edit, course:course:delete, course:course:export, course:course:import, course:offering:add, course:offering:edit, course:offering:delete, course:selection:query, course:selection:operate, course:selection:export, attendance:record:add, attendance:record:edit, attendance:record:remove, attendance:record:export, grade:export, dashboard:basic, dashboard:charts, dashboard:system, system:user:profile:query, system:user:profile:edit, system:user:profile:avatar, admin]
2026-04-05 19:02:05.138 [http-nio-8080-exec-3] INFO  c.example.student.controller.DashboardController - 用户 admin 访问 getStatistics 方法，拥有权限: [system:user:list, system:role:list, system:menu:list, system:notice:list, system:todo:list, education:department:list, education:major:list, education:class:list, education:student:list, education:student:add, education:teacher:list, education:teacher:add, course:course:list, course:course:add, course:offering:list, course:selection:list, course:teaching:list, grade:input, grade:query, grade:stats, system:user:profile, system:user:query, system:user:add, system:user:edit, system:user:delete, system:user:remove, system:user:export, system:user:resetPwd, system:role:query, system:role:add, system:role:edit, system:role:remove, system:role:export, system:menu:query, system:menu:add, system:menu:edit, system:menu:remove, system:notice:query, system:notice:add, system:notice:edit, system:notice:remove, system:todo:query, system:todo:add, system:todo:edit, system:todo:remove, education:department:query, education:department:add, education:department:edit, education:department:delete, education:department:remove, education:major:add, education:major:edit, education:major:delete, education:major:remove, education:class:add, education:class:edit, education:class:delete, education:class:remove, education:student:query, education:student:edit, education:student:delete, education:student:remove, education:student:export, education:student:import, education:teacher:query, education:teacher:edit, education:teacher:delete, education:teacher:resetPwd, education:teacher:export, education:teacher:import, course:course:query, course:course:edit, course:course:delete, course:course:export, course:course:import, course:offering:add, course:offering:edit, course:offering:delete, course:selection:query, course:selection:operate, course:selection:export, grade:export, dashboard:basic, dashboard:charts, dashboard:system, system:user:profile:query, system:user:profile:edit, system:user:profile:avatar, admin]
2026-04-05 19:02:05.213 [http-nio-8080-exec-4] INFO  c.example.student.controller.DashboardController - 用户 admin 访问 getTodoList 方法，拥有权限: [system:user:list, system:role:list, system:menu:list, system:notice:list, system:todo:list, education:department:list, education:major:list, education:class:list, education:student:list, education:student:add, education:teacher:list, education:teacher:add, course:course:list, course:course:add, course:offering:list, course:selection:list, course:teaching:list, grade:input, grade:query, grade:stats, system:user:profile, system:user:query, system:user:add, system:user:edit, system:user:delete, system:user:remove, system:user:export, system:user:resetPwd, system:role:query, system:role:add, system:role:edit, system:role:remove, system:role:export, system:menu:query, system:menu:add, system:menu:edit, system:menu:remove, system:notice:query, system:notice:add, system:notice:edit, system:notice:remove, system:todo:query, system:todo:add, system:todo:edit, system:todo:remove, education:department:query, education:department:add, education:department:edit, education:department:delete, education:department:remove, education:major:add, education:major:edit, education:major:delete, education:major:remove, education:class:add, education:class:edit, education:class:delete, education:class:remove, education:student:query, education:student:edit, education:student:delete, education:student:remove, education:student:export, education:student:import, education:teacher:query, education:teacher:edit, education:teacher:delete, education:teacher:resetPwd, education:teacher:export, education:teacher:import, course:course:query, course:course:edit, course:course:delete, course:course:export, course:course:import, course:offering:add, course:offering:edit, course:offering:delete, course:selection:query, course:selection:operate, course:selection:export, grade:export, dashboard:basic, dashboard:charts, dashboard:system, system:user:profile:query, system:user:profile:edit, system:user:profile:avatar, admin]
2026-04-05 19:02:05.263 [http-nio-8080-exec-5] INFO  c.example.student.controller.DashboardController - 用户 admin 访问 getNoticeList 方法，拥有权限: [system:user:list, system:role:list, system:menu:list, system:notice:list, system:todo:list, education:department:list, education:major:list, education:class:list, education:student:list, education:student:add, education:teacher:list, education:teacher:add, course:course:list, course:course:add, course:offering:list, course:selection:list, course:teaching:list, grade:input, grade:query, grade:stats, system:user:profile, system:user:query, system:user:add, system:user:edit, system:user:delete, system:user:remove, system:user:export, system:user:resetPwd, system:role:query, system:role:add, system:role:edit, system:role:remove, system:role:export, system:menu:query, system:menu:add, system:menu:edit, system:menu:remove, system:notice:query, system:notice:add, system:notice:edit, system:notice:remove, system:todo:query, system:todo:add, system:todo:edit, system:todo:remove, education:department:query, education:department:add, education:department:edit, education:department:delete, education:department:remove, education:major:add, education:major:edit, education:major:delete, education:major:remove, education:class:add, education:class:edit, education:class:delete, education:class:remove, education:student:query, education:student:edit, education:student:delete, education:student:remove, education:student:export, education:student:import, education:teacher:query, education:teacher:edit, education:teacher:delete, education:teacher:resetPwd, education:teacher:export, education:teacher:import, course:course:query, course:course:edit, course:course:delete, course:course:export, course:course:import, course:offering:add, course:offering:edit, course:offering:delete, course:selection:query, course:selection:operate, course:selection:export, grade:export, dashboard:basic, dashboard:charts, dashboard:system, system:user:profile:query, system:user:profile:edit, system:user:profile:avatar, admin]
2026-04-05 19:02:53.360 [http-nio-8080-exec-10] INFO  c.example.student.controller.DashboardController - 用户 admin 访问 getStatistics 方法，拥有权限: [system:user:list, system:role:list, system:menu:list, system:notice:list, system:todo:list, education:department:list, education:major:list, education:class:list, education:student:list, education:student:add, education:teacher:list, education:teacher:add, course:course:list, course:course:add, course:offering:list, course:selection:list, course:teaching:list, grade:input, grade:query, grade:stats, system:user:profile, system:user:query, system:user:add, system:user:edit, system:user:delete, system:user:remove, system:user:export, system:user:resetPwd, system:role:query, system:role:add, system:role:edit, system:role:remove, system:role:export, system:menu:query, system:menu:add, system:menu:edit, system:menu:remove, system:notice:query, system:notice:add, system:notice:edit, system:notice:remove, system:todo:query, system:todo:add, system:todo:edit, system:todo:remove, education:department:query, education:department:add, education:department:edit, education:department:delete, education:department:remove, education:major:add, education:major:edit, education:major:delete, education:major:remove, education:class:add, education:class:edit, education:class:delete, education:class:remove, education:student:query, education:student:edit, education:student:delete, education:student:remove, education:student:export, education:student:import, education:teacher:query, education:teacher:edit, education:teacher:delete, education:teacher:resetPwd, education:teacher:export, education:teacher:import, course:course:query, course:course:edit, course:course:delete, course:course:export, course:course:import, course:offering:add, course:offering:edit, course:offering:delete, course:selection:query, course:selection:operate, course:selection:export, grade:export, dashboard:basic, dashboard:charts, dashboard:system, system:user:profile:query, system:user:profile:edit, system:user:profile:avatar, admin]
2026-04-05 19:02:53.405 [http-nio-8080-exec-1] INFO  c.example.student.controller.DashboardController - 用户 admin 访问 getTodoList 方法，拥有权限: [system:user:list, system:role:list, system:menu:list, system:notice:list, system:todo:list, education:department:list, education:major:list, education:class:list, education:student:list, education:student:add, education:teacher:list, education:teacher:add, course:course:list, course:course:add, course:offering:list, course:selection:list, course:teaching:list, grade:input, grade:query, grade:stats, system:user:profile, system:user:query, system:user:add, system:user:edit, system:user:delete, system:user:remove, system:user:export, system:user:resetPwd, system:role:query, system:role:add, system:role:edit, system:role:remove, system:role:export, system:menu:query, system:menu:add, system:menu:edit, system:menu:remove, system:notice:query, system:notice:add, system:notice:edit, system:notice:remove, system:todo:query, system:todo:add, system:todo:edit, system:todo:remove, education:department:query, education:department:add, education:department:edit, education:department:delete, education:department:remove, education:major:add, education:major:edit, education:major:delete, education:major:remove, education:class:add, education:class:edit, education:class:delete, education:class:remove, education:student:query, education:student:edit, education:student:delete, education:student:remove, education:student:export, education:student:import, education:teacher:query, education:teacher:edit, education:teacher:delete, education:teacher:resetPwd, education:teacher:export, education:teacher:import, course:course:query, course:course:edit, course:course:delete, course:course:export, course:course:import, course:offering:add, course:offering:edit, course:offering:delete, course:selection:query, course:selection:operate, course:selection:export, grade:export, dashboard:basic, dashboard:charts, dashboard:system, system:user:profile:query, system:user:profile:edit, system:user:profile:avatar, admin]
